Peak,Weight
CD9,0.0013744036192445282
DPYSL2,0.001370721875543755
C1orf216,0.0013696376752146016
ZNF668,0.0013660156089583674
LRWD1,0.001363415935563615
RNASEH2A,0.0013628735692293845
DAB2IP,0.00135575759640872
ARAP2,0.0013543629549368618
PTPRU,0.0013526564017456858
ZSCAN26,0.0013492989351086007
NRARP,0.001348794331417989
FGD1,0.00134852879977374
MARVELD2,0.0013423226427647227
TINAGL1,0.0013322707533759547
FAM110A,0.0013319966131899886
CXCL16,0.001331110316580779
C19orf53,0.0013307189152591938
P2RY2,0.0013305821419914662
TTC3,0.0013270314410599815
DHX32,0.0013252072748874983
SERINC2,0.0013248526799932033
TCF19,0.0013196454966236072
RNF25,0.0013159330124050512
STK3,0.0013155895370412795
CYSRT1,0.001307250263583553
JMJD7,0.0013038305301644824
TNPO2,0.0013019517064112348
HES2,0.0013007513980843556
SOWAHB,0.0012930656220111394
NDFIP2,0.0012922578967055247
SGTA,0.001281731058225345
UAP1L1,0.0012757603077066906
RAP2B,0.0012753849279212976
MT-ND6,0.0012701860627635183
LYRM2,0.0012610119712860408
DLK2,0.0012559950896175662
DNAJC8,0.0012559584648304278
PRR5-ARHGAP8,0.0012528978336490597
RBM10,0.0012506018731125398
CAB39,0.0012485584018547533
RAB23,0.0012481196110229649
EID2B,0.0012459390782062828
NDUFB2,0.0012422694563758727
ACSF2,0.001236635318737125
SCAMP3,0.0012349783021295073
BAIAP2,0.001233124560439536
AP1M2,0.0012323286748636506
ZEB1,0.0012267955421067275
KRT7,0.0012252673456622967
OR2A7,0.0012198290493984627
STARD9,0.0012183471887930858
THAP8,0.001201465304197647
CD46,0.0012013467241017322
PLEKHG3,0.0012010578629361795
DIRAS1,0.0011815706051632783
MAP7,0.001181175940344399
MOB3B,0.001179144730884367
PTBP3,0.0011724614424849678
CRB3,0.0011699140895766844
FAM156A,0.0011627118073190361
AGRN,0.0011622203547795248
UGT1A3,0.001161556370202515
KRT17,0.0011605565818460692
DCLRE1B,0.0011596163151829748
DHRS3,0.00115211451825887
WDR62,0.00114927179670369
KDF1,0.0011467462843205308
NTF4,0.0011396873955716543
